Processo;Status;Duracao_Total_s;Etapa_Falha;Mensagem_Erro
0504859-11.2023.8.04.0001;Falha;0.0;;
7063737-07.2016.8.22.0001;Falha;0.0;;
0009543-39.2018.8.03.0001;Falha;0.0;;
0291313-08.2016.8.14.0301;Falha;0.0;;
0800423-12.2019.8.14.0028;Falha;0.0;;
0142358-89.2006.8.22.0001;Falha;0.0;;
0140447-85.2006.8.23.0010;Falha;0.0;;
0851035-42.2018.8.14.0301;Falha;0.0;;
0002939-97.2003.8.14.0028;Falha;0.0;;
0827469-98.2017.8.14.0301;Falha;0.0;;
0827813-45.2018.8.14.0301;Falha;0.0;;
0820403-93.2019.8.20.5001;Falha;0.0;;
0022523-19.2017.8.14.0301;Falha;0.0;;
0803836-74.2017.8.20.5124;Falha;0.0;;
0018340-67.2019.8.03.0001;Falha;0.0;;
0637847-35.2019.8.04.0001;Falha;0.0;;
6008463-25.2024.8.03.0001;Falha;0.0;;
0013269-16.2021.8.03.0001;Falha;0.0;;
0842829-05.2019.8.14.0301;Falha;0.0;;
0855344-35.2020.8.20.5001;Falha;0.0;;
0699323-06.2021.8.04.0001;Falha;0.0;;
0803917-16.2021.8.23.0010;Falha;0.0;;
0000519-79.2021.8.03.0001;Falha;0.0;;
0804424-89.2022.8.14.0301;Falha;0.0;;
0820032-03.2022.8.20.5106;Falha;0.0;;
0903844-64.2022.8.20.5001;Falha;0.0;;
7002679-56.2023.8.22.0001;Falha;0.0;;
7013818-05.2023.8.22.0001;Falha;0.0;;
0906586-31.2023.8.14.0301;Falha;0.0;;
0906936-19.2023.8.14.0301;Falha;0.0;;
0819644-56.2024.8.20.5001;Falha;0.0;;
7074385-02.2023.8.22.0001;Falha;0.0;;
7072280-52.2023.8.22.0001;Falha;0.0;;
0805751-95.2024.8.20.5001;Falha;0.0;;
0800309-27.2024.8.20.5106;Falha;0.0;;
0801748-55.2024.8.14.0025;Falha;0.0;;
0703677-50.2024.8.01.0002;Falha;0.0;;
0835190-20.2025.8.20.5001;Falha;0.0;;
0716263-11.2013.8.01.0001;Falha;0.0;;
7057719-62.2019.8.22.0001;Falha;0.0;;
0812024-03.2018.8.20.5001;Falha;0.0;;
0630087-06.2017.8.04.0001;Falha;0.0;;
0802386-02.2023.8.14.0065;Falha;0.0;;
0707157-39.2024.8.01.0001;Falha;0.0;;
0818811-72.2023.8.20.5001;Falha;0.0;;
0872236-14.2023.8.20.5001;Falha;0.0;;
0000058-28.2019.8.04.7801;Falha;0.0;;
0814433-49.2018.8.20.5001;Falha;0.0;;
0806696-77.2019.8.20.5124;Falha;0.0;;
0617530-50.2018.8.04.0001;Falha;0.0;;
6006202-87.2024.8.03.0001;Falha;0.0;;
0834427-12.2021.8.23.0010;Falha;0.0;;
0809033-21.2024.8.14.0051;Falha;0.0;;
0855142-19.2024.8.20.5001;Falha;0.0;;
0800983-05.2019.8.20.5001;Falha;0.0;;
0801425-43.2020.8.14.0008;Falha;0.0;;
0015642-67.2016.8.14.0040;Falha;0.0;;
0823148-49.2019.8.14.0301;Falha;0.0;;
7015384-62.2018.8.22.0001;Falha;0.0;;
0702759-25.2019.8.01.0001;Falha;0.0;;
0837583-93.2017.8.20.5001;Falha;0.0;;
0816850-82.2021.8.14.0006;Falha;0.0;;
0811492-41.2023.8.14.0015;Falha;0.0;;
0817780-63.2023.8.14.0028;Falha;0.0;;
0721246-67.2024.8.01.0001;Falha;0.0;;
0038033-37.2019.8.03.0001;Falha;0.0;;
0819284-77.2023.8.20.5124;Falha;0.0;;
0862405-18.2018.8.14.0301;Falha;0.0;;
0011846-87.2004.8.04.0001;Falha;0.0;;
0000136-74.1997.8.20.0129;Falha;0.0;;
0878747-36.2020.8.14.0301;Falha;0.0;;
0669306-50.2022.8.04.0001;Falha;0.0;;
0024668-08.2022.8.03.0001;Falha;0.0;;
0813132-09.2023.8.14.0006;Falha;0.0;;
0850006-78.2023.8.14.0301;Falha;0.0;;
0835189-06.2023.8.20.5001;Falha;0.0;;
0804531-84.2023.8.14.0015;Falha;0.0;;
0801586-73.2023.8.14.0032;Falha;0.0;;
6001599-68.2024.8.03.0001;Falha;0.0;;
0907203-88.2023.8.14.0301;Falha;0.0;;
7073407-25.2023.8.22.0001;Falha;0.0;;
0025292-44.2013.8.22.0001;Falha;0.0;;
0004257-15.2001.8.14.0301;Falha;0.0;;
0836393-56.2021.8.20.5001;Falha;0.0;;
0836339-56.2022.8.20.5001;Falha;0.0;;
0916526-51.2022.8.20.5001;Falha;0.0;;
0730599-21.2022.8.04.0001;Falha;0.0;;
0812215-48.2023.8.20.5106;Falha;0.0;;
0909535-59.2022.8.20.5001;Falha;0.0;;
0809980-38.2023.8.14.0301;Falha;0.0;;
0802920-14.2023.8.14.0301;Falha;0.0;;
7014866-96.2023.8.22.0001;Falha;0.0;;
7036019-88.2023.8.22.0001;Falha;0.0;;
0809426-77.2023.8.14.0051;Falha;0.0;;
0910680-22.2023.8.14.0301;Falha;0.0;;
7022283-66.2024.8.22.0001;Falha;0.0;;
7008546-93.2024.8.22.0001;Falha;0.0;;
0803518-04.2024.8.20.5106;Falha;0.0;;
0800750-73.2024.8.14.0062;Falha;0.0;;
0824456-44.2024.8.20.5001;Falha;0.0;;
0840094-23.2024.8.14.0301;Falha;0.0;;
7026879-93.2024.8.22.0001;Falha;0.0;;
0723399-73.2024.8.01.0001;Falha;0.0;;
0702415-34.2025.8.01.0001;Falha;0.0;;
0723307-95.2024.8.01.0001;Falha;0.0;;
0723402-28.2024.8.01.0001;Falha;0.0;;
0918478-97.2024.8.14.0301;Falha;0.0;;
0858441-41.2023.8.14.0301;Falha;0.0;;
0827550-34.2023.8.20.5001;Falha;0.0;;
0801698-89.2025.8.14.0123;Falha;0.0;;
0636346-17.2017.8.04.0001;Falha;0.0;;
6054709-79.2024.8.03.0001;Falha;0.0;;
0095924-22.2015.8.14.0301;Falha;0.0;;
7071333-95.2023.8.22.0001;Falha;0.0;;
0889128-64.2024.8.14.0301;Falha;0.0;;
0863700-77.2024.8.20.5001;Falha;0.0;;
0828387-89.2023.8.20.5001;Falha;0.0;;
0014726-80.2003.8.14.0301;Falha;0.0;;
0806724-09.2021.8.23.0010;Falha;0.0;;
0848542-53.2022.8.14.0301;Falha;0.0;;
0708158-46.2022.8.04.0001;Falha;0.0;;
7002686-40.2022.8.22.0015;Falha;0.0;;
0816798-47.2022.8.14.0040;Falha;0.0;;
0809486-83.2023.8.14.0040;Falha;0.0;;
0847216-24.2023.8.14.0301;Falha;0.0;;
0800608-56.2023.8.14.0110;Falha;0.0;;
0841217-41.2023.8.23.0010;Falha;0.0;;
0823449-66.2023.8.14.0006;Falha;0.0;;
7002941-27.2024.8.22.0015;Falha;0.0;;
0600949-62.2024.8.04.3100;Falha;0.0;;
0801321-21.2025.8.14.0123;Falha;0.0;;
0704787-97.2018.8.01.0001;Falha;0.0;;
0732108-21.2021.8.04.0001;Falha;0.0;;
0834644-33.2023.8.20.5001;Falha;0.0;;
0603310-55.2023.8.04.5600;Falha;0.0;;
0626897-74.2013.8.04.0001;Falha;0.0;;
0602831-93.2014.8.04.0001;Falha;0.0;;
0626722-46.2014.8.04.0001;Falha;0.0;;
0628986-36.2014.8.04.0001;Falha;0.0;;
0612614-75.2015.8.04.0001;Falha;0.0;;
0001759-74.2019.8.03.0001;Falha;0.0;;
0717595-61.2023.8.01.0001;Falha;0.0;;
0706157-77.2019.8.01.0001;Falha;0.0;;
0853597-87.2019.8.14.0301;Falha;0.0;;
0878191-05.2018.8.14.0301;Falha;0.0;;
0836879-49.2018.8.14.0301;Falha;0.0;;
0021978-46.2017.8.14.0301;Falha;0.0;;
0823293-56.2019.8.23.0010;Falha;0.0;;
0671657-97.2016.8.14.0301;Falha;0.0;;
0814466-39.2018.8.20.5001;Falha;0.0;;
0834675-32.2018.8.14.0301;Falha;0.0;;
0008879-09.2017.8.14.0301;Falha;0.0;;
0001865-39.2018.8.14.0074;Falha;0.0;;
0007692-39.2017.8.14.0018;Falha;0.0;;
0007948-03.2017.8.14.0108;Falha;0.0;;
0003448-33.2018.8.14.0018;Falha;0.0;;
0840851-27.2018.8.14.0301;Falha;0.0;;
0845699-57.2018.8.14.0301;Falha;0.0;;
0606654-65.2020.8.04.0001;Falha;0.0;;
0806900-87.2020.8.20.5124;Falha;0.0;;
0800040-84.2019.8.14.0076;Falha;0.0;;
0814801-63.2020.8.20.5106;Falha;0.0;;
0673404-83.2019.8.04.0001;Falha;0.0;;
0836870-16.2020.8.20.5001;Falha;0.0;;
0864407-84.2020.8.20.5001;Falha;0.0;;
0864403-47.2020.8.20.5001;Falha;0.0;;
0800013-53.2021.8.20.5124;Falha;0.0;;
0809443-25.2021.8.14.0006;Falha;0.0;;
0824645-30.2021.8.14.0301;Falha;0.0;;
0800028-42.2022.8.14.0116;Falha;0.0;;
7002381-05.2021.8.22.0011;Falha;0.0;;
0051139-95.2021.8.03.0001;Falha;0.0;;
0807394-08.2022.8.14.0028;Falha;0.0;;
0800321-56.2022.8.14.0069;Falha;0.0;;
0709024-38.2022.8.01.0001;Falha;0.0;;
0843776-54.2022.8.14.0301;Falha;0.0;;
0832111-38.2022.8.20.5001;Falha;0.0;;
0801032-23.2022.8.14.0017;Falha;0.0;;
0807283-94.2022.8.20.5124;Falha;0.0;;
0807284-79.2022.8.20.5124;Falha;0.0;;
0821750-59.2022.8.20.5001;Falha;0.0;;
0815082-26.2022.8.23.0010;Falha;0.0;;
0801249-07.2022.8.14.0069;Falha;0.0;;
7001584-04.2022.8.22.0008;Falha;0.0;;
0843343-50.2022.8.14.0301;Falha;0.0;;
0814464-40.2022.8.14.0040;Falha;0.0;;
0734223-78.2022.8.04.0001;Falha;0.0;;
0814417-32.2022.8.20.5106;Falha;0.0;;
0909118-09.2022.8.20.5001;Falha;0.0;;
0866122-96.2022.8.14.0301;Falha;0.0;;
7061505-12.2022.8.22.0001;Falha;0.0;;
0812830-38.2023.8.20.5106;Falha;0.0;;
0911721-64.2022.8.04.0001;Falha;0.0;;
7067214-28.2022.8.22.0001;Falha;0.0;;
0818141-44.2022.8.20.5106;Falha;0.0;;
7069373-41.2022.8.22.0001;Falha;0.0;;
0874373-03.2022.8.20.5001;Falha;0.0;;
0883268-50.2022.8.20.5001;Falha;0.0;;
0883269-35.2022.8.20.5001;Falha;0.0;;
7074071-90.2022.8.22.0001;Falha;0.0;;
7074320-41.2022.8.22.0001;Falha;0.0;;
0802609-25.2022.8.14.0053;Falha;0.0;;
0853200-86.2023.8.14.0301;Falha;0.0;;
0800035-37.2023.8.14.0039;Falha;0.0;;
7082134-07.2022.8.22.0001;Falha;0.0;;
0433295-69.2023.8.04.0001;Falha;0.0;;
0805200-56.2022.8.20.5108;Falha;0.0;;
0919846-12.2022.8.20.5001;Falha;0.0;;
0901330-50.2022.8.04.0001;Falha;0.0;;
0799410-33.2022.8.04.0001;Falha;0.0;;
7001328-48.2023.8.22.0001;Falha;0.0;;
0700104-11.2023.8.01.0011;Falha;0.0;;
0800365-97.2023.8.20.5105;Falha;0.0;;
0415947-38.2023.8.04.0001;Falha;0.0;;
0800455-48.2023.8.20.5124;Falha;0.0;;
7000114-19.2023.8.22.0002;Falha;0.0;;
0701068-34.2023.8.01.0001;Falha;0.0;;
0706560-07.2023.8.01.0001;Falha;0.0;;
0807410-79.2023.8.14.0301;Falha;0.0;;
0003974-81.2023.8.03.0001;Falha;0.0;;
0836421-53.2023.8.20.5001;Falha;0.0;;
7005341-90.2023.8.22.0001;Falha;0.0;;
0801597-23.2023.8.14.0123;Falha;0.0;;
7005889-18.2023.8.22.0001;Falha;0.0;;
0605292-72.2023.8.04.3800;Falha;0.0;;
7032014-23.2023.8.22.0001;Falha;0.0;;
0800621-62.2023.8.14.0043;Falha;0.0;;
0807249-85.2023.8.20.5124;Falha;0.0;;
7037763-21.2023.8.22.0001;Falha;0.0;;
0810802-09.2024.8.20.5124;Falha;0.0;;
0804206-19.2023.8.14.0045;Falha;0.0;;
0800665-44.2023.8.20.5110;Falha;0.0;;
0847954-12.2023.8.14.0301;Falha;0.0;;
0807706-20.2023.8.20.5124;Falha;0.0;;
7031932-89.2023.8.22.0001;Falha;0.0;;
7031929-37.2023.8.22.0001;Falha;0.0;;
7072012-95.2023.8.22.0001;Falha;0.0;;
0801631-45.2023.8.20.5162;Falha;0.0;;
0706819-02.2023.8.01.0001;Falha;0.0;;
7002537-89.2023.8.22.0021;Falha;0.0;;
7002865-19.2023.8.22.0021;Falha;0.0;;
0800639-26.2023.8.14.0062;Falha;0.0;;
0404552-15.2024.8.04.0001;Falha;0.0;;
0404582-50.2024.8.04.0001;Falha;0.0;;
0811060-53.2023.8.20.5124;Falha;0.0;;
7002677-44.2023.8.22.0015;Falha;0.0;;
7037628-09.2023.8.22.0001;Falha;0.0;;
7037645-45.2023.8.22.0001;Falha;0.0;;
0853939-56.2023.8.20.5001;Falha;0.0;;
0819913-08.2023.8.20.5106;Falha;0.0;;
7040408-19.2023.8.22.0001;Falha;0.0;;
7040415-11.2023.8.22.0001;Falha;0.0;;
7040419-48.2023.8.22.0001;Falha;0.0;;
0800585-42.2023.8.14.0068;Falha;0.0;;
7003970-67.2023.8.22.0009;Falha;0.0;;
0847564-39.2023.8.20.5001;Falha;0.0;;
0838656-44.2023.8.23.0010;Falha;0.0;;
0602734-62.2023.8.04.5600;Falha;0.0;;
0641652-54.2023.8.04.0001;Falha;0.0;;
0803384-67.2023.8.14.0065;Falha;0.0;;
0598100-39.2023.8.04.0001;Falha;0.0;;
0598213-90.2023.8.04.0001;Falha;0.0;;
0808757-08.2023.8.14.0024;Falha;0.0;;
7006081-42.2023.8.22.0003;Falha;0.0;;
0800891-90.2023.8.23.0090;Falha;0.0;;
0800892-75.2023.8.23.0090;Falha;0.0;;
7006289-26.2023.8.22.0003;Falha;0.0;;
7006290-11.2023.8.22.0003;Falha;0.0;;
0871347-60.2023.8.20.5001;Falha;0.0;;
0801466-51.2023.8.14.0025;Falha;0.0;;
0874842-15.2023.8.20.5001;Falha;0.0;;
7000091-97.2024.8.22.0015;Falha;0.0;;
0802285-69.2024.8.20.5106;Falha;0.0;;
0802240-65.2024.8.20.5106;Falha;0.0;;
0808597-85.2024.8.20.5001;Falha;0.0;;
0808417-69.2024.8.20.5001;Falha;0.0;;
0808415-02.2024.8.20.5001;Falha;0.0;;
7007610-68.2024.8.22.0001;Falha;0.0;;
7007608-98.2024.8.22.0001;Falha;0.0;;
7000755-49.2024.8.22.0009;Falha;0.0;;
7002335-14.2024.8.22.0010;Falha;0.0;;
0805665-46.2024.8.20.5124;Falha;0.0;;
0807851-42.2024.8.20.5124;Falha;0.0;;
0807861-86.2024.8.20.5124;Falha;0.0;;
0807862-71.2024.8.20.5124;Falha;0.0;;
0807864-41.2024.8.20.5124;Falha;0.0;;
0807868-78.2024.8.20.5124;Falha;0.0;;
7001974-79.2024.8.22.0015;Falha;0.0;;
7001977-34.2024.8.22.0015;Falha;0.0;;
7001332-94.2024.8.22.0019;Falha;0.0;;
0800839-10.2024.8.14.0123;Falha;0.0;;
6015879-44.2024.8.03.0001;Falha;0.0;;
0844752-90.2024.8.14.0301;Falha;0.0;;
0842160-70.2024.8.20.5001;Falha;0.0;;
0842195-30.2024.8.20.5001;Falha;0.0;;
7001475-80.2024.8.22.0020;Falha;0.0;;
0801294-75.2024.8.14.0025;Falha;0.0;;
7003847-35.2024.8.22.0009;Falha;0.0;;
0861826-57.2024.8.20.5001;Falha;0.0;;
0859928-09.2024.8.20.5001;Falha;0.0;;
7016270-48.2024.8.22.0002;Falha;0.0;;
0815366-58.2024.8.14.0028;Falha;0.0;;
0801084-86.2024.8.14.0069;Falha;0.0;;
0801081-34.2024.8.14.0069;Falha;0.0;;
0803709-08.2024.8.14.0065;Falha;0.0;;
0231077-91.2025.8.04.1000;Falha;0.0;;
7003373-52.2024.8.22.0013;Falha;0.0;;
0803043-43.2024.8.14.0053;Falha;0.0;;
7006489-78.2024.8.22.0009;Falha;0.0;;
7006490-63.2024.8.22.0009;Falha;0.0;;
0802640-58.2024.8.14.0123;Falha;0.0;;
0802641-43.2024.8.14.0123;Falha;0.0;;
7062847-87.2024.8.22.0001;Falha;0.0;;
7000035-66.2025.8.22.0003;Falha;0.0;;
6010823-93.2025.8.03.0001;Falha;0.0;;
0723706-27.2024.8.01.0001;Falha;0.0;;
0916386-49.2024.8.14.0301;Falha;0.0;;
7002715-91.2025.8.22.0013;Falha;0.0;;
7002645-10.2025.8.22.0002;Falha;0.0;;
7012584-17.2025.8.22.0001;Falha;0.0;;
0814622-34.2025.8.23.0010;Falha;0.0;;
0800402-32.2025.8.14.0123;Falha;0.0;;
6018436-67.2025.8.03.0001;Falha;0.0;;
0085577-91.2025.8.04.1000;Falha;0.0;;
0711023-21.2025.8.01.0001;Falha;0.0;;
0802664-67.2025.8.20.5108;Falha;0.0;;
7007189-32.2025.8.22.0005;Falha;0.0;;
7011157-43.2025.8.22.0014;Falha;0.0;;
7017192-55.2025.8.22.0002;Falha;0.0;;
0642140-19.2017.8.04.0001;Falha;0.0;;
0841779-75.2018.8.14.0301;Falha;0.0;;
0630879-23.2018.8.04.0001;Falha;0.0;;
0670196-91.2019.8.04.0001;Falha;0.0;;
7043180-96.2016.8.22.0001;Falha;0.0;;
0008630-41.2018.8.14.0069;Falha;0.0;;
0610356-87.2018.8.04.0001;Falha;0.0;;
0005064-71.2018.8.14.0138;Falha;0.0;;
0847737-42.2018.8.14.0301;Falha;0.0;;
0619976-89.2019.8.04.0001;Falha;0.0;;
0802519-91.2020.8.14.0051;Falha;0.0;;
7056414-43.2019.8.22.0001;Falha;0.0;;
0801631-30.2020.8.14.0017;Falha;0.0;;
0800791-23.2025.8.14.0024;Falha;0.0;;
7049302-91.2017.8.22.0001;Falha;0.0;;
0016331-69.2018.8.03.0001;Falha;0.0;;
0045042-50.2019.8.03.0001;Falha;0.0;;
0859216-63.2017.8.20.5001;Falha;0.0;;
0020629-07.2018.8.03.0001;Falha;0.0;;
0917724-35.2022.8.04.0001;Falha;0.0;;
0478899-53.2023.8.04.0001;Falha;0.0;;
0807173-33.2018.8.14.0006;Falha;0.0;;
0520647-06.2016.8.14.0301;Falha;0.0;;
0823045-05.2020.8.20.5001;Falha;0.0;;
0826802-75.2023.8.20.5106;Falha;0.0;;
0008182-80.2018.8.14.0065;Falha;0.0;;
0627954-30.2013.8.04.0001;Falha;0.0;;
0022046-41.2006.8.20.0001;Falha;0.0;;
0851900-57.2021.8.20.5001;Falha;0.0;;
0001607-35.2017.8.14.0051;Falha;0.0;;
0024945-19.2003.8.14.0301;Falha;0.0;;
0802883-18.2024.8.14.0053;Falha;0.0;;
0800009-75.2019.8.14.0040;Falha;0.0;;
7018231-92.2022.8.22.0002;Falha;0.0;;
0000443-51.2023.8.03.0012;Falha;0.0;;
7000150-61.2019.8.22.0015;Falha;0.0;;
0003449-07.2020.8.03.0001;Falha;0.0;;
0656774-78.2021.8.04.0001;Falha;0.0;;
7077307-84.2021.8.22.0001;Falha;0.0;;
0708052-68.2022.8.01.0001;Falha;0.0;;
7046919-67.2022.8.22.0001;Falha;0.0;;
0644309-03.2022.8.04.0001;Falha;0.0;;
0600476-04.2022.8.04.2500;Falha;0.0;;
7059044-67.2022.8.22.0001;Falha;0.0;;
0696378-12.2022.8.04.0001;Falha;0.0;;
0876244-71.2022.8.14.0301;Falha;0.0;;
0819152-54.2022.8.20.5124;Falha;0.0;;
0819154-24.2022.8.20.5124;Falha;0.0;;
0418355-02.2023.8.04.0001;Falha;0.0;;
0812358-64.2023.8.14.0301;Falha;0.0;;
0830671-73.2023.8.14.0301;Falha;0.0;;
0811228-51.2023.8.14.0006;Falha;0.0;;
0509215-49.2023.8.04.0001;Falha;0.0;;
0022369-24.2023.8.03.0001;Falha;0.0;;
0831451-10.2023.8.20.5001;Falha;0.0;;
0827346-07.2024.8.23.0010;Falha;0.0;;
0628394-16.2019.8.04.0001;Falha;0.0;;
0653945-95.2019.8.04.0001;Falha;0.0;;
0044843-39.2012.8.14.0301;Falha;0.0;;
0025056-92.2013.8.22.0001;Falha;0.0;;
0803275-20.2014.8.20.0124;Falha;0.0;;
0101246-75.2013.8.20.0123;Falha;0.0;;
0100252-13.2014.8.20.0123;Falha;0.0;;
0102204-90.2014.8.20.0102;Falha;0.0;;
0016844-37.2018.8.03.0001;Falha;0.0;;
0612779-20.2018.8.04.0001;Falha;0.0;;
0617576-39.2018.8.04.0001;Falha;0.0;;
0835980-65.2019.8.23.0010;Falha;0.0;;
0859737-74.2018.8.14.0301;Falha;0.0;;
0858711-38.2018.8.20.5001;Falha;0.0;;
0843032-30.2020.8.14.0301;Falha;0.0;;
0027916-84.2019.8.03.0001;Falha;0.0;;
0852406-07.2019.8.14.0301;Falha;0.0;;
0044832-57.2023.8.03.0001;Falha;0.0;;
7003051-89.2020.8.22.0007;Falha;0.0;;
0703065-57.2020.8.01.0001;Falha;0.0;;
0700090-38.2020.8.01.0009;Falha;0.0;;
0842202-64.2020.8.14.0301;Falha;0.0;;
0006941-04.2020.8.03.0002;Falha;0.0;;
0617591-03.2021.8.04.0001;Falha;0.0;;
0820435-30.2021.8.20.5001;Falha;0.0;;
7013320-35.2021.8.22.0014;Falha;0.0;;
7077286-11.2021.8.22.0001;Falha;0.0;;
0703831-42.2022.8.01.0001;Falha;0.0;;
0854718-48.2022.8.14.0301;Falha;0.0;;
0707266-24.2022.8.01.0001;Falha;0.0;;
0842152-67.2022.8.14.0301;Falha;0.0;;
0801645-59.2022.8.20.5131;Falha;0.0;;
0601716-24.2022.8.04.4700;Falha;0.0;;
0867478-29.2022.8.14.0301;Falha;0.0;;
0802966-16.2022.8.14.0017;Falha;0.0;;
0863845-10.2022.8.14.0301;Falha;0.0;;
0865730-59.2022.8.14.0301;Falha;0.0;;
0861158-60.2022.8.14.0301;Falha;0.0;;
0755547-27.2022.8.04.0001;Falha;0.0;;
0885655-41.2022.8.14.0301;Falha;0.0;;
0808413-66.2023.8.20.5001;Falha;0.0;;
0809167-82.2023.8.14.0051;Falha;0.0;;
0701393-09.2023.8.01.0001;Falha;0.0;;
7005938-33.2022.8.22.0021;Falha;0.0;;
0702183-90.2023.8.01.0001;Falha;0.0;;
0702648-02.2023.8.01.0001;Falha;0.0;;
7006199-24.2023.8.22.0001;Falha;0.0;;
0807250-70.2023.8.20.5124;Falha;0.0;;
0800473-42.2023.8.14.0046;Falha;0.0;;
0838398-80.2023.8.20.5001;Falha;0.0;;
0507785-62.2023.8.04.0001;Falha;0.0;;
7039161-03.2023.8.22.0001;Falha;0.0;;
0042081-97.2023.8.03.0001;Falha;0.0;;
0708265-40.2023.8.01.0001;Falha;0.0;;
0875908-33.2023.8.14.0301;Falha;0.0;;
7070512-91.2023.8.22.0001;Falha;0.0;;
7070901-76.2023.8.22.0001;Falha;0.0;;
7070913-90.2023.8.22.0001;Falha;0.0;;
7070894-84.2023.8.22.0001;Falha;0.0;;
7070886-10.2023.8.22.0001;Falha;0.0;;
0814361-52.2024.8.20.5001;Falha;0.0;;
6004681-10.2024.8.03.0001;Falha;0.0;;
0813707-65.2024.8.20.5001;Falha;0.0;;
7018012-14.2024.8.22.0001;Falha;0.0;;
7017498-61.2024.8.22.0001;Falha;0.0;;
0705578-56.2024.8.01.0001;Falha;0.0;;
0708145-60.2024.8.01.0001;Falha;0.0;;
7027295-61.2024.8.22.0001;Falha;0.0;;
0876282-12.2024.8.20.5001;Falha;0.0;;
0826056-18.2024.8.14.0006;Falha;0.0;;
7057937-80.2025.8.22.0001;Falha;0.0;;
0841950-61.2020.8.14.0301;Falha;0.0;;
7059015-27.2016.8.22.0001;Falha;0.0;;
0057237-38.2017.8.03.0001;Falha;0.0;;
0837792-31.2018.8.14.0301;Falha;0.0;;
0015656-18.2016.8.14.0051;Falha;0.0;;
0020157-52.2006.8.20.0001;Falha;0.0;;
0800252-28.2025.8.14.0066;Falha;0.0;;
7002689-13.2017.8.22.0001;Falha;0.0;;
0846817-70.2015.8.20.5001;Falha;0.0;;
0818745-22.2018.8.23.0010;Falha;0.0;;
0611579-12.2017.8.04.0001;Falha;0.0;;
0824394-17.2018.8.14.0301;Falha;0.0;;
0036251-29.2018.8.03.0001;Falha;0.0;;
0847731-35.2018.8.14.0301;Falha;0.0;;
0802406-03.2019.8.14.0301;Falha;0.0;;
0002540-96.2019.8.03.0001;Falha;0.0;;
0800841-04.2019.8.14.0301;Falha;0.0;;
0704404-85.2019.8.01.0001;Falha;0.0;;
0750506-50.2020.8.04.0001;Falha;0.0;;
0803789-52.2020.8.20.5106;Falha;0.0;;
0800981-92.2020.8.20.5100;Falha;0.0;;
0834935-75.2019.8.14.0301;Falha;0.0;;
0029355-33.2019.8.03.0001;Falha;0.0;;
0011335-57.2020.8.03.0001;Falha;0.0;;
0893195-43.2022.8.14.0301;Falha;0.0;;
0812928-55.2020.8.14.0301;Falha;0.0;;
7048981-85.2019.8.22.0001;Falha;0.0;;
7027360-95.2020.8.22.0001;Falha;0.0;;
0839001-64.2020.8.14.0301;Falha;0.0;;
0502901-87.2023.8.04.0001;Falha;0.0;;
0702386-81.2025.8.01.0001;Falha;0.0;;
0800564-68.2019.8.20.5135;Falha;0.0;;
7002463-13.2024.8.22.0017;Falha;0.0;;
0827930-70.2017.8.14.0301;Falha;0.0;;
7002438-37.2018.8.22.0008;Falha;0.0;;
0807193-60.2018.8.23.0010;Falha;0.0;;
0813586-42.2021.8.20.5001;Falha;0.0;;
0859483-57.2025.8.14.0301;Falha;0.0;;
0026977-27.2007.8.03.0001;Falha;0.0;;
0713873-68.2013.8.01.0001;Falha;0.0;;
0602693-63.2013.8.04.0001;Falha;0.0;;
0700179-90.2013.8.01.0014;Falha;0.0;;
0803939-74.2014.8.20.6001;Falha;0.0;;
0047514-98.2013.8.14.0301;Falha;0.0;;
0005597-70.2014.8.22.0001;Falha;0.0;;
0010529-96.2014.8.14.0301;Falha;0.0;;
0102162-41.2014.8.20.0102;Falha;0.0;;
0009897-41.2012.8.14.0301;Falha;0.0;;
0828723-09.2017.8.14.0301;Falha;0.0;;
0100144-96.2018.8.20.0105;Falha;0.0;;
7002277-71.2020.8.22.0003;Falha;0.0;;
0632156-06.2020.8.04.0001;Falha;0.0;;
0823049-42.2020.8.20.5001;Falha;0.0;;
0620089-72.2021.8.04.0001;Falha;0.0;;
0871219-45.2020.8.20.5001;Falha;0.0;;
0861723-92.2020.8.14.0301;Falha;0.0;;
0742091-78.2020.8.04.0001;Falha;0.0;;
0603129-41.2021.8.04.0001;Falha;0.0;;
0801042-51.2023.8.20.5001;Falha;0.0;;
0700076-23.2021.8.01.0008;Falha;0.0;;
0800709-91.2021.8.14.0004;Falha;0.0;;
0803574-75.2021.8.14.0008;Falha;0.0;;
0810183-80.2021.8.14.0006;Falha;0.0;;
0829303-94.2021.8.20.5001;Falha;0.0;;
0817816-81.2021.8.23.0010;Falha;0.0;;
0802595-11.2021.8.20.5129;Falha;0.0;;
0811857-20.2022.8.20.5106;Falha;0.0;;
0739827-54.2021.8.04.0001;Falha;0.0;;
0707944-89.2021.8.04.0001;Falha;0.0;;
0661990-83.2022.8.04.0001;Falha;0.0;;
0049564-52.2021.8.03.0001;Falha;0.0;;
7055983-38.2021.8.22.0001;Falha;0.0;;
0707199-12.2021.8.04.0001;Falha;0.0;;
0817775-32.2022.8.14.0301;Falha;0.0;;
0766132-75.2021.8.04.0001;Falha;0.0;;
0845793-63.2022.8.14.0301;Falha;0.0;;
0812729-35.2022.8.20.5106;Falha;0.0;;
0703410-05.2021.8.04.0001;Falha;0.0;;
0661165-42.2022.8.04.0001;Falha;0.0;;
0849796-61.2022.8.14.0301;Falha;0.0;;
0644699-70.2022.8.04.0001;Falha;0.0;;
